ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,buggy_B,buggy_AG,buggy_MA,buggy_RA
1,1,1,0.0,6,3,222.0,0,2,32.97,5.0,481,300.46,389,0,0,0,0
4,26,51,4.41298,1415,1614,216.02,1,9,48.59,4.51,482,300.99,575,1,0,1,1
2,4,12,3.2348,121,125,198.83,0,7,63.86,5.58,483,301.99,416,1,0,1,1
3,21,44,4.50981,1380,502,167.98,0,9,33.62,3.66,62,35.16,74,1,0,1,1
1,1,1,0.0,1,1,689.0,0,6,10.46,171.0,53,48.14,28,0,0,0,0
3,14,24,4.1378699999999995,147,121,246.88,0,9,18.56,6.67,63,36.1,77,0,0,0,0
1,5,20,3.77406,799,313,66.25,0,4,10.22,3.05,484,301.82,392,1,0,1,1
1,2,2,0.884115,16,27,145.0,0,2,163.66,7.5,485,301.02,393,0,0,0,0
1,1,2,0.242292,2,23,144.5,1,4,47.78,19.5,486,301.61,394,0,0,0,0
2,3,16,3.78745,168,572,306.06,0,6,6.74,7.44,487,302.14,421,1,0,1,1
1,4,23,3.95555,406,1432,109.48,0,4,32.31,1.78,488,303.14,396,1,0,1,0
3,11,17,2.6959,709,351,199.71,0,10,6.09,6.59,64,36.72,80,1,0,1,1
1,1,4,1.57073,99,35,128.0,0,2,34.51,7.0,489,303.77,397,0,0,0,0
1,2,2,1.0,6,6,197.0,0,9,0.24,30.0,65,37.71,57,0,0,0,0
1,1,1,0.0,38,37,262.0,0,6,0.3,32.0,66,38.7,58,0,0,0,0
1,1,3,1.5849600000000001,3,3,73.33,0,2,0.51,5.0,490,304.48,398,0,0,0,0
3,11,21,3.81314,202,213,238.33,0,8,4.98,6.19,67,39.66,85,0,0,0,0
1,2,2,0.836641,29,16,74.5,0,3,79.2,2.5,491,305.15,27,1,0,1,1
2,9,12,2.2843400000000003,210,216,277.83,0,8,3.77,9.5,68,40.63,66,1,0,0,1
3,16,27,3.73455,686,1147,244.52,0,8,18.41,5.93,69,41.57,90,1,0,0,0
3,11,12,2.58316,275,395,251.25,0,8,2.61,10.25,70,42.56,93,1,0,1,0
1,1,1,0.0,113,3,661.0,0,3,57.96,7.0,93,74.76,29,1,0,0,0
1,2,2,0.846562,0,106,171.0,0,6,41.46,7.5,71,43.32,63,0,0,0,0
1,1,1,0.0,23,11,111.0,0,3,6.58,10.0,492,303.43,399,0,0,0,0
4,54,94,5.88501,762,1054,194.62,0,11,49.47,3.1,493,303.47,591,1,0,1,1
1,1,1,0.0,7,3,188.0,0,4,8.35,26.0,494,304.44,401,0,0,0,0
1,4,14,3.5928199999999997,542,122,65.79,0,1,16.39,0.64,495,305.32,402,0,0,0,0
1,1,1,0.0,1,2,386.0,0,6,0.35,33.0,496,306.27,403,0,0,0,0
1,9,10,2.9419299999999997,161,195,278.7,0,6,11.25,5.7,497,306.89,49,1,0,1,1
1,18,21,2.1378,94,124,233.24,0,10,16.53,7.33,498,307.77,404,1,0,1,1
2,11,13,3.42015,71,46,181.0,0,9,29.85,17.54,499,308.7,166,0,0,0,0
1,1,1,0.0,6,6,322.0,0,3,0.4,18.0,500,309.66,51,0,0,0,0
1,1,1,0.0,10,3,70.0,0,1,32.63,1.0,501,310.43,405,0,0,0,0
1,1,4,1.9749400000000001,27,0,312.0,0,6,10.12,20.5,502,311.43,29,1,0,0,0
1,1,1,0.0,39,8,126.0,0,2,10.19,7.0,503,312.39,406,1,0,1,0
1,7,29,4.607559999999999,157,133,102.83,0,6,18.77,2.93,504,312.82,407,0,0,0,0
1,4,21,4.15868,905,56,43.71,0,1,0.65,0.48,505,313.7,408,1,0,0,1
1,1,1,0.0,9,26,60.0,0,2,230.88,3.0,72,43.76,24,0,0,0,0
1,1,1,0.0,4,4,43.0,0,3,0.01,4.0,73,44.76,25,0,0,0,0
1,1,1,0.0,1,1,99.0,0,2,4.39,5.0,506,313.93,52,0,0,0,0
3,7,9,2.30137,43,13,227.0,0,9,24.94,24.44,11,9.48,4,0,0,0,0
1,1,3,1.0872,111,73,116.67,0,3,1.96,4.0,507,314.67,409,0,0,0,0
2,2,7,2.77697,69,27,164.0,0,6,3.24,11.0,508,315.55,440,1,0,1,1
1,1,1,0.0,4,5,102.0,0,1,0.06,2.0,509,316.51,411,0,0,0,0
1,2,3,1.44489,423,20,52.33,0,2,1.14,2.67,510,317.39,412,1,0,1,1
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,1,1,1
2,7,7,1.91943,116,126,224.86,0,8,5.13,12.57,74,45.57,90,1,0,0,0
1,1,1,0.0,9,8,360.0,1,8,8.62,57.0,12,10.38,1,0,0,0,0
4,14,19,3.1291599999999997,406,457,175.89,0,9,25.66,6.58,75,46.11,101,1,0,0,0
3,5,6,1.17525,136,152,130.17,0,9,7.02,11.33,76,47.05,95,1,0,0,0
1,1,2,0.468996,10,0,10.0,0,1,36.83,1.5,77,48.04,2,0,0,0,0
2,2,2,0.9182959999999999,9,3,28.0,0,3,0.19,3.5,78,49.03,32,0,0,0,0
1,2,2,0.721928,2,8,328.5,0,4,43.53,19.0,79,49.96,10,0,0,0,0
1,1,1,0.0,20,21,689.0,0,7,8.98,173.0,13,11.24,2,0,0,0,0
1,3,4,1.80341,53,2,41.75,0,4,81.09,3.25,511,312.06,31,0,0,0,0
3,10,10,2.92067,46,34,228.4,0,8,19.04,8.5,80,50.57,108,1,0,0,0
1,1,1,0.0,1,1,462.0,0,6,17.36,30.0,81,51.55,1,0,0,0,0
1,1,1,0.0,9,1,100.0,0,3,80.7,7.0,82,52.54,68,0,0,0,0
2,8,43,4.679119999999999,759,604,90.84,0,7,15.45,2.3,512,311.78,466,1,1,1,1
2,2,2,0.825627,26,1,344.0,0,7,2.89,87.0,94,72.05,0,0,0,0,0
1,1,1,0.0,1,1,706.0,0,8,0.03,175.0,95,73.05,1,0,0,0,0
1,1,1,0.0,5,2,149.0,0,1,260.1,13.0,96,74.03,52,0,0,0,0
1,1,1,0.0,1,1,706.0,0,8,0.19,176.0,97,75.02,2,0,0,0,0
1,1,1,0.0,1,1,706.0,0,8,0.0,177.0,98,76.01,3,0,0,0,0
2,3,4,0.7483270000000001,21,41,220.75,0,9,68.84,48.5,99,76.99,26,0,0,0,0
1,1,1,0.0,0,152,152.0,0,2,0.28,14.0,513,312.01,414,0,0,0,0
1,6,6,2.22125,7,5,294.0,0,10,6.78,17.67,83,53.24,69,0,0,0,0
1,1,1,0.0,0,1,686.0,0,8,0.49,179.0,100,77.91,5,0,0,0,0
2,10,42,4.74704,629,786,89.86,0,6,8.33,2.02,514,312.73,469,1,1,1,1
1,2,3,0.996597,227,24,490.67,1,2,80.43,2.33,515,313.72,32,0,1,1,1
1,1,1,0.0,1,1,85.0,0,1,1.91,1.0,516,314.69,416,0,0,0,0
1,1,1,0.0,24,21,207.0,0,3,19.85,5.0,344,176.56,210,0,0,0,0
2,2,1,0.0,0,0,212.0,0,4,3.95,10.0,345,177.55,249,0,0,0,0
1,1,1,0.0,5,3,137.0,0,4,21.16,25.0,346,178.53,211,1,0,0,0
5,5,5,2.32193,10,10,224.0,0,8,45.88,46.0,518,315.66,660,0,0,0,0
1,1,1,0.0,6,1,218.0,0,3,1.99,20.0,347,179.23,212,0,0,0,0
2,2,2,0.8112779999999999,4,4,143.5,0,5,7.45,13.0,14,11.93,5,0,0,0,0
1,1,2,0.992267,13,16,53.5,1,2,101.91,4.5,520,315.97,420,0,0,0,0
1,1,1,0.0,6,10,153.0,1,2,104.85,8.0,521,316.95,421,0,0,0,0
1,1,4,1.77988,51,18,141.75,0,4,4.25,9.0,522,317.42,422,1,1,1,1
1,3,20,2.10227,763,555,115.45,1,7,89.18,1.25,0,0.0,0,0,0,0,0
1,7,16,3.40765,200,49,181.88,0,3,42.4,4.19,523,317.85,423,1,1,1,1
6,35,66,5.3301,516,565,188.26,0,11,37.09,4.52,524,318.85,663,1,1,1,1
3,5,6,2.28104,9,0,192.0,0,7,4.35,11.67,15,12.82,9,0,0,0,0
1,1,1,0.0,13,1,25.0,0,1,73.32,1.0,525,319.06,0,0,0,0,0
3,5,5,2.2215599999999998,20,23,184.6,1,5,52.73,3.4,1,0.99,1,1,1,1,0
1,1,1,0.0,2,0,647.0,0,4,10.89,60.0,526,317.88,425,0,0,0,0
2,11,14,2.43113,416,305,195.0,0,7,17.1,8.14,16,13.67,9,1,1,1,1
1,2,2,0.9910760000000001,33,66,190.0,0,1,27.68,0.5,527,318.4,426,0,0,0,0
3,9,22,3.71231,367,274,117.55,0,8,44.06,6.23,84,52.87,113,1,1,1,1
1,1,1,0.0,13,11,167.0,0,1,0.43,2.0,528,319.15,427,0,0,0,0
2,5,11,2.9335400000000003,312,329,183.82,0,8,13.94,7.73,85,53.84,103,1,1,1,1
1,2,2,0.542107,138,103,411.0,0,4,17.53,33.5,529,319.69,428,0,0,0,0
2,4,10,2.93617,266,291,204.4,0,9,27.93,13.6,86,54.75,105,1,1,1,1
1,2,7,2.70073,258,258,224.29,0,6,18.64,8.71,87,55.64,73,1,1,1,1
2,3,4,1.48914,22,3,84.0,0,4,7.19,4.0,44,32.93,15,1,0,0,0
2,3,12,3.2788699999999995,239,426,133.17,0,6,45.38,6.17,88,56.63,108,1,1,1,1
2,10,13,3.38573,74,106,219.31,0,7,7.02,7.46,530,319.67,487,1,1,1,1
1,2,2,0.5842390000000001,29,21,396.5,0,6,24.78,19.0,531,320.67,36,1,1,1,1
1,4,4,1.48757,360,26,68.5,0,2,36.55,6.0,532,321.66,430,0,0,0,0
1,1,1,0.0,13,0,27.0,0,1,36.4,2.0,2,1.96,2,0,0,0,0
1,1,1,0.0,5,5,67.0,0,2,117.2,4.0,533,321.4,431,0,0,0,0
2,16,40,4.50668,168,3712,145.28,0,9,67.28,3.52,534,320.8,553,1,1,1,1
1,8,24,4.0979,1028,718,121.96,0,8,51.96,2.92,89,56.99,35,1,1,1,1
1,1,1,0.0,12,0,70.0,0,1,0.36,1.0,535,321.59,433,0,0,0,0
1,4,6,1.81712,97,47,135.0,0,8,5.37,10.0,90,57.97,75,0,0,0,0
1,1,1,0.0,4,6,399.0,0,5,5.44,25.0,536,322.52,434,0,0,0,0
1,2,7,2.62541,577,8,87.57,0,2,3.9,2.29,537,323.3,435,1,0,0,0
1,2,2,0.9852280000000001,5,2,354.5,0,4,53.17,31.0,538,321.98,436,0,0,0,0
1,1,1,0.0,15,11,366.0,1,2,19.76,25.0,539,322.39,437,0,0,0,0
1,5,13,3.0366,293,10,312.92,0,4,45.34,7.54,540,323.15,438,0,0,0,0
1,2,3,1.44832,45,30,257.0,0,2,0.02,10.67,541,324.14,439,0,0,0,0
1,11,49,5.02878,2370,1750,54.63,0,2,21.15,0.47,542,321.86,440,1,1,1,1
1,1,1,0.0,2,1,656.0,0,4,6.12,64.0,543,322.62,441,0,0,0,0
1,2,2,0.9672950000000001,57,9,295.0,1,2,164.45,13.0,544,323.32,442,0,0,0,0
1,1,1,0.0,1,1,106.0,1,3,134.45,16.0,101,73.43,53,0,0,0,0
1,2,2,0.666578,18,5,108.0,0,4,81.31,10.0,348,171.71,92,0,1,1,1
1,1,1,0.0,8,1,202.0,0,2,44.49,8.0,349,172.53,93,0,0,0,0
1,41,95,5.7667,329,596,166.98,0,11,37.43,3.14,545,322.86,443,1,1,1,1
1,1,1,0.0,2,1,72.0,1,3,71.79,8.0,17,13.88,7,0,0,0,0
1,1,2,0.5699609999999999,43,9,171.0,0,5,29.0,18.5,546,321.79,444,1,1,1,0
1,1,1,0.0,5,0,210.0,0,4,33.07,9.0,350,172.52,213,1,1,1,1
1,2,2,0.791858,17,4,114.5,1,4,5.0,10.5,351,173.47,94,0,0,0,0
1,1,1,0.0,1,1,168.0,0,4,33.37,16.0,352,174.44,95,0,0,0,0
1,1,1,0.0,61,45,168.0,0,4,0.01,17.0,353,175.44,96,1,0,1,1
1,1,1,0.0,1,0,305.0,0,9,4.83,64.0,3,2.77,1,0,0,0,0
2,14,32,4.50584,998,1006,143.34,0,7,50.96,2.63,91,56.62,89,1,1,1,1
2,2,2,0.0,0,0,139.0,0,1,21.28,0.5,92,57.6,113,0,1,0,0
2,8,9,2.59882,289,243,222.0,0,8,14.34,11.0,93,58.6,115,0,0,0,0
1,2,5,1.64484,103,91,142.2,0,5,6.7,4.4,18,14.68,8,0,0,0,0
1,2,2,0.709046,303,12,198.5,0,5,10.54,13.0,19,15.68,4,0,0,0,0
1,1,1,0.0,3,1,274.0,0,4,0.02,17.0,20,16.68,9,0,1,1,1
1,6,14,2.93897,41,56,142.71,0,7,19.94,7.0,94,59.59,79,0,0,0,0
1,1,1,0.0,34,4,182.0,0,4,127.46,8.0,21,17.66,1,0,0,0,0
1,1,1,0.0,1,1,73.0,0,1,78.22,1.0,102,73.2,54,0,0,0,0
2,3,4,1.4461700000000002,57,64,224.75,0,7,19.68,18.75,95,60.5,118,0,0,0,0
1,9,21,3.1492,1293,481,103.38,0,5,19.93,2.52,547,320.92,445,1,1,1,1
1,5,12,3.077,149,140,96.92,0,7,74.81,3.42,96,61.39,39,0,0,0,0
1,6,14,3.59283,254,683,83.71,0,7,0.29,3.0,97,62.35,40,0,0,0,0
1,7,10,3.2836,51,6,182.1,0,9,25.9,10.8,98,63.34,81,0,0,0,0
1,1,1,0.0,8,2,100.0,1,3,147.25,11.0,4,3.73,0,0,0,0,0
1,2,4,1.42755,145,16,450.25,1,6,60.65,17.75,5,4.73,3,1,1,1,1
1,2,2,0.721928,5,5,350.5,1,7,17.23,19.0,548,320.15,446,0,0,0,0
2,4,5,1.71175,75,28,186.8,0,4,11.3,5.0,549,320.85,447,0,0,0,0
1,1,1,0.0,12,12,198.0,0,5,26.48,21.0,22,18.46,3,0,0,0,0
2,7,7,1.95823,18,9,237.29,0,10,15.45,15.57,99,63.87,123,1,1,1,0
1,2,2,0.9612370000000001,21,5,527.0,0,2,64.42,24.0,550,320.21,448,0,0,0,0
1,1,1,0.0,0,1,835.0,0,2,0.04,46.0,551,321.18,449,0,0,0,0
3,20,21,3.6887199999999996,1470,1127,287.48,0,11,18.78,9.62,100,64.62,139,1,1,1,1
3,4,5,0.711332,40,24,219.6,0,6,33.19,10.2,101,65.61,142,0,0,0,0
1,4,4,1.8203,18,35,386.25,0,8,0.32,21.0,102,66.58,85,0,0,0,0
1,5,8,2.31305,294,35,44.5,0,2,95.23,1.25,552,320.83,450,0,0,0,0
3,21,22,3.72086,466,532,315.18,0,11,5.2,10.18,103,67.08,146,1,1,1,1
1,4,7,2.4443900000000003,342,157,301.43,1,4,126.89,1.71,6,5.57,4,1,1,1,1
1,2,2,0.9864209999999999,292,0,0.0,0,0,0.0,0.0,7,6.57,5,0,0,0,0
3,15,23,3.49301,1398,589,238.35,0,11,8.58,8.04,104,67.77,149,1,1,1,1
1,1,1,0.0,11,10,126.0,0,1,0.63,1.0,8,7.56,6,0,0,0,0
3,11,15,3.14145,1228,243,281.4,0,10,5.57,9.93,105,68.67,152,1,1,1,1
2,4,5,1.82045,1267,0,0.0,0,0,0.0,0.0,23,18.99,5,1,1,1,1
3,7,8,2.59179,15,3,270.88,0,7,15.32,9.5,24,19.98,20,0,0,0,0
1,1,1,0.0,1,0,341.0,0,5,0.01,15.0,25,20.98,11,0,0,0,0
2,4,4,1.92193,5,0,199.0,0,7,30.79,10.25,26,21.97,12,0,0,0,0
1,1,1,0.0,1,0,354.0,0,4,4.2,33.0,27,22.97,12,0,0,0,0
3,15,49,4.63124,972,1197,204.8,0,12,23.03,4.57,106,69.48,155,1,1,1,1
2,2,3,0.439497,10,1,43.33,0,6,8.26,6.0,9,8.52,1,0,0,0,0
4,16,56,5.09279,5526,420,21.18,0,9,1.15,3.73,10,9.5,12,0,0,0,0
4,16,56,5.0913,422,5528,112.36,0,9,0.01,3.75,11,10.5,16,1,1,1,1
1,6,11,1.9682,1406,175,225.27,1,6,40.7,3.09,12,11.43,9,1,1,1,1
1,6,12,3.2452,453,24,94.0,0,2,31.93,3.25,553,314.34,451,1,1,1,1
1,1,1,0.0,6,1,128.0,1,2,59.08,18.0,554,315.34,452,0,0,0,0
2,3,7,1.99442,259,68,428.14,1,8,81.47,12.71,13,12.22,14,0,0,0,0
1,2,3,1.21149,253,0,0.0,0,0,0.0,0.0,14,13.21,11,1,1,1,1
1,1,1,0.0,21,2,332.0,0,3,55.54,14.0,45,30.4,27,1,0,0,0
1,1,1,0.0,1,1,324.0,0,2,35.16,10.0,46,31.4,13,0,0,0,0
1,6,13,2.8452,527,12,65.15,0,7,79.32,4.08,28,23.09,8,1,1,1,1
1,3,5,2.28261,97,106,173.6,1,5,41.58,8.2,29,24.01,9,0,0,0,0
1,1,1,0.0,1,0,116.0,0,1,120.67,3.0,30,25.0,0,0,0,0,0
1,24,45,4.19008,224,438,208.62,0,13,45.74,5.2,555,311.0,453,1,1,1,1
1,2,2,0.503258,4,5,196.5,0,9,0.01,32.0,556,312.0,454,0,1,1,0
1,1,1,0.0,12,29,139.0,1,3,74.97,22.0,557,313.0,455,0,0,0,0
1,2,3,1.57741,8,6,59.0,0,4,76.81,5.67,31,25.98,6,0,0,0,0
1,2,3,1.43537,14,8,59.67,0,5,0.07,6.0,32,26.97,7,0,0,0,0
1,2,2,0.952266,38,5,668.0,0,7,20.47,33.0,15,13.89,12,0,0,0,0
1,2,4,1.06744,418,3,25.0,1,6,33.5,3.5,16,14.86,13,1,1,1,0
2,7,14,3.15903,191,219,284.57,1,8,112.51,5.14,17,15.85,19,1,1,1,1
1,2,3,1.2211,28,13,137.0,0,5,13.46,13.33,558,312.72,456,1,0,0,0
1,1,2,1.0,2,2,276.5,0,7,0.08,17.0,47,31.96,28,0,0,0,0
1,1,1,0.0,1,1,131.0,0,3,0.09,7.0,48,32.96,14,0,0,0,0
2,40,84,5.59375,455,661,154.15,0,10,68.2,2.98,559,313.4,181,1,1,1,1
1,4,6,1.97973,94,7,310.0,0,5,25.09,8.83,560,314.4,457,0,0,0,0
2,7,14,2.53471,494,241,284.86,0,4,91.83,8.86,561,315.4,581,1,1,1,1
1,1,1,0.0,9,7,109.0,0,2,0.05,3.0,562,316.37,124,0,0,0,0
1,1,2,0.77935,2,11,245.0,1,1,17.71,2.5,563,317.37,459,0,0,0,0
7,7,7,2.80735,21,21,183.43,0,10,59.37,33.86,564,318.27,720,0,0,0,0
1,2,2,0.8644709999999999,837,0,0.0,0,0,0.0,0.0,33,27.78,8,1,1,1,1
1,14,61,5.06406,364,454,370.38,0,9,129.83,2.03,565,318.85,38,1,1,1,1
1,1,2,0.9978,479,499,669.0,0,3,114.54,3.5,18,16.77,15,0,0,0,0
1,1,1,0.0,1,1,299.0,0,5,1.23,39.0,0,0.0,0,0,0,0,0
1,1,1,0.0,130,127,804.0,0,3,0.5,11.0,19,17.76,16,0,0,0,0
1,1,1,0.0,79,82,424.0,0,3,0.5,9.0,20,18.76,17,0,0,0,0
1,1,1,0.0,10,0,732.0,0,4,2.26,66.0,566,319.18,461,0,0,0,0
1,1,1,0.0,319,368,1119.0,0,4,1.79,15.0,21,19.69,18,1,1,1,1
1,1,1,0.0,130,145,642.0,0,2,1.79,9.0,22,20.69,19,0,0,0,0
1,1,1,0.0,66,68,680.0,0,3,1.79,13.0,23,21.69,20,0,0,0,0
1,1,2,0.8224040000000001,210,0,0.0,0,0,0.0,0.0,24,22.69,6,0,0,0,0
1,1,1,0.0,1,1,180.0,1,5,39.86,19.0,1,1.0,0,0,0,0,0
2,6,30,4.54482,2839,0,0.0,0,0,0.0,0.0,25,23.68,28,1,1,1,1
1,1,2,0.40876599999999996,745,0,0.0,0,0,0.0,0.0,26,24.68,8,0,0,0,0
1,2,2,0.9910760000000001,8,1,82.0,0,1,0.15,0.5,27,25.67,22,0,0,0,0
2,7,25,3.03384,210,142,87.4,0,1,0.94,0.04,28,26.61,9,0,0,0,0
1,1,4,1.98744,50,6,147.25,0,1,0.49,0.5,29,27.61,10,0,0,0,0
1,1,1,0.0,8,0,2.0,0,1,0.0,1.0,30,28.61,1,0,0,0,0
1,1,1,0.0,0,132,132.0,0,5,0.11,25.0,107,67.15,90,0,0,0,0
1,6,6,2.39148,33,35,508.17,0,11,3.67,21.33,108,68.14,91,0,0,0,0
1,1,2,0.970951,5,0,79.5,0,1,0.26,1.0,31,29.59,11,0,0,0,0
1,7,11,3.19308,314,320,147.55,0,6,8.61,4.91,2,1.99,1,1,0,0,0
1,2,2,1.0,14,8,246.5,0,6,0.04,25.5,3,2.99,2,0,0,0,0
2,11,22,3.7395699999999996,251,209,168.95,0,7,28.17,2.0,568,319.92,503,1,1,1,1
1,1,1,0.0,11,4,212.0,0,4,41.03,9.0,34,28.48,2,0,0,0,0
2,3,4,1.9749400000000001,6,3,322.0,0,5,0.19,5.25,32,30.54,35,0,0,0,0
1,1,1,0.0,0,1,1066.0,0,5,0.16,19.0,33,31.53,24,0,0,0,0
1,1,1,0.0,7,0,65.0,0,1,1.04,2.0,34,32.53,13,0,0,0,0
1,2,6,2.1630700000000003,463,0,0.0,0,0,0.0,0.0,35,33.53,14,1,1,1,1
1,1,2,0.970951,5,0,79.5,0,2,0.16,2.5,36,34.53,15,0,0,0,0
1,1,1,0.0,2,2,67.0,0,2,0.0,6.0,37,35.53,16,0,0,0,0
1,1,1,0.0,2,2,44.0,0,1,0.0,1.0,38,36.53,17,0,0,0,0
1,1,1,0.0,0,2,139.0,0,1,0.16,1.0,39,37.52,18,0,0,0,0
3,21,50,4.88859,738,584,202.06,0,11,17.87,4.58,109,69.01,160,1,1,1,1
1,2,2,0.836641,12,3,90.5,0,1,0.5,1.5,40,38.47,19,0,0,0,0
1,2,4,1.61004,61,15,113.25,0,1,0.96,1.0,41,39.47,20,1,1,1,1
1,2,2,0.955931,117,5,4.0,0,1,0.29,0.5,42,40.47,21,1,1,1,1
1,5,13,2.9773099999999997,555,176,85.23,0,2,0.42,0.69,43,41.47,22,1,1,1,1
1,1,1,0.0,1,1,121.0,0,1,0.04,1.0,44,42.47,23,0,0,0,0
1,1,1,0.0,6,2,194.0,0,1,0.31,3.0,45,43.44,24,0,0,0,0
1,1,1,0.0,1,1,198.0,0,1,0.06,4.0,46,44.43,25,0,0,0,0
3,9,40,4.21708,636,426,147.93,0,8,15.76,3.08,110,69.9,163,1,1,1,1
1,1,1,0.0,82,0,0.0,0,0,0.0,0.0,47,45.37,26,1,1,1,1
1,1,2,0.695136,70,53,120.0,0,2,0.89,2.0,48,46.37,27,1,1,1,1
1,2,2,0.27139,36,7,170.5,0,1,0.81,1.0,49,47.37,28,1,1,1,1
1,1,1,0.0,1,1,198.0,0,1,0.46,5.0,50,48.37,29,0,0,0,0
3,11,25,3.78554,689,396,165.52,0,8,1.16,5.56,111,70.73,166,1,1,1,1
2,5,7,2.2677099999999997,70,80,161.71,0,6,74.85,9.14,112,71.71,146,0,0,0,0
1,1,1,0.0,2,0,742.0,0,4,6.91,67.0,569,318.46,464,0,0,0,0
1,1,1,0.0,12,8,43.0,1,4,9.83,10.0,35,29.13,13,0,0,0,0
1,1,1,0.0,1,2,329.0,1,4,56.87,24.0,354,163.86,214,0,1,1,1
1,1,4,1.84644,10,0,6.25,0,4,8.46,2.25,51,48.38,3,0,0,0,0
2,3,8,2.59334,1154,0,0.0,0,0,0.0,0.0,52,49.21,34,1,1,1,1
2,5,3,0.453716,11,10,99.67,1,2,10.68,2.0,53,50.21,56,0,0,0,0
1,1,1,0.0,9,9,172.0,1,3,11.76,14.0,355,164.47,215,0,0,0,0
2,5,7,1.8871099999999998,56,36,263.43,0,5,11.3,4.86,570,315.32,506,1,1,1,1
8,41,52,4.65877,497,450,218.83,0,13,52.55,5.42,571,316.32,731,1,1,1,1
1,1,1,0.0,17,10,77.0,1,2,0.04,3.0,54,51.0,32,0,0,0,0
1,2,2,0.9733850000000001,75,19,42.0,1,2,0.0,2.0,55,52.0,33,0,0,0,0
1,1,1,0.0,6,3,84.0,1,2,0.0,5.0,56,53.0,34,0,0,0,0
1,2,9,2.77743,157,52,78.44,1,2,8.18,1.11,57,54.0,35,0,1,1,1
1,2,6,1.9902799999999998,57,38,102.17,1,2,0.0,1.83,58,55.0,36,1,0,0,0
1,1,8,2.55613,64,54,93.5,1,2,0.0,1.5,59,56.0,37,1,1,1,1
1,2,2,0.721928,5,5,81.0,1,2,6.27,2.5,60,56.99,38,0,0,0,0
1,1,1,0.0,5,3,92.0,1,2,0.05,9.0,61,57.99,39,0,0,0,0
1,3,7,2.34246,280,50,183.14,0,2,8.01,2.14,62,58.81,40,1,1,1,1
1,2,3,1.10874,565,0,40.67,0,1,0.94,1.33,63,59.81,41,1,1,1,1
1,2,2,0.9636,126,26,36.0,1,2,129.11,3.0,64,60.63,26,0,0,0,0
1,3,7,2.24019,245,56,71.86,1,6,46.73,5.14,65,61.63,27,0,0,0,0
1,1,1,0.0,1,1,139.0,0,1,1.15,5.0,66,62.63,42,0,0,0,0
3,13,42,4.784590000000001,305,313,235.83,1,10,72.8,6.21,67,63.63,76,0,0,0,0
1,2,9,2.88673,40,12,147.11,1,5,4.1,2.0,68,64.63,29,0,0,0,0
1,1,1,0.0,1,2,78.0,0,1,0.0,2.0,69,65.63,30,0,0,0,0
1,1,1,0.0,1,2,99.0,0,1,0.0,3.0,70,66.63,31,0,0,0,0
1,2,2,0.391244,11,2,329.5,0,4,0.12,15.5,36,29.37,10,0,0,0,0
2,2,2,0.301379,111,1,278.5,0,4,14.37,14.0,113,70.83,119,0,0,0,0
1,1,1,0.0,12,1,127.0,0,2,1.6,3.0,574,317.22,45,0,0,0,0
1,4,7,2.6131,50,16,193.71,0,2,69.13,7.86,575,317.71,469,0,0,0,0
1,1,1,0.0,12,1,92.0,0,2,1.23,5.0,71,67.18,32,0,0,0,0
1,2,5,1.6734099999999998,24,19,360.6,0,7,1.34,10.8,72,68.16,33,0,0,0,0
1,1,4,1.92193,5,5,433.75,0,7,0.06,12.75,73,69.14,34,0,0,0,0
1,1,1,0.0,8,14,885.0,0,2,22.6,48.0,576,318.39,470,0,0,0,0
1,1,1,0.0,12,14,127.0,0,5,1.9,19.0,577,319.36,65,0,0,0,0
1,1,1,0.0,113,91,238.0,0,4,101.3,25.0,37,30.21,14,1,1,1,1
1,1,1,0.0,1,1,260.0,0,5,0.0,26.0,38,31.21,15,0,0,0,0
4,4,3,0.9182959999999999,3,3,218.67,0,10,55.8,71.67,55,37.34,15,0,0,0,0
2,3,7,1.1078,0,246,86.43,0,2,190.5,1.43,56,38.34,8,0,0,0,0
4,48,99,5.42077,864,875,237.74,0,14,17.1,3.89,578,319.21,713,1,1,1,1
1,1,1,0.0,4,4,685.0,0,8,104.33,180.0,57,39.23,29,0,0,0,0
1,2,4,1.83912,264,11,261.25,0,6,6.41,11.0,4,3.77,3,1,0,0,0
1,1,3,1.05574,167,2,46.0,0,2,1.65,1.33,74,69.45,35,0,0,0,0
1,1,1,0.0,2,2,286.0,1,2,7.74,6.0,75,70.45,44,0,0,0,0
1,1,1,0.0,196,0,0.0,0,0,0.0,0.0,76,71.45,45,1,1,1,1
1,1,1,0.0,33,6,106.0,1,2,6.23,7.0,77,72.45,46,0,0,0,0
1,1,2,0.970951,4,1,207.0,0,2,5.23,6.0,78,73.45,47,0,0,0,0
1,1,1,0.0,4,1,232.0,0,2,1.17,7.0,79,74.45,48,0,0,0,0
1,1,1,0.0,4,2,235.0,0,2,0.03,8.0,80,75.45,49,0,0,0,0
1,1,1,0.0,15,4,334.0,0,2,7.77,4.0,81,76.45,50,1,0,0,0
2,2,2,0.313813,21,32,326.0,0,3,0.6,8.5,82,77.45,87,1,0,0,0
1,2,8,2.55476,63,69,301.13,1,7,21.29,7.75,83,78.44,37,1,1,1,1
